gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,pass_through,truncated_by_depth,seed_reach,rapid_share,in_degree,out_degree,unique_senders,unique_receivers,incoming_amount,outgoing_amount,incoming_tx_count,outgoing_tx_count,weighted_pagerank,betweenness_centrality,weak_component_id,weak_component_size,average_incoming_transaction,median_incoming_transaction,max_incoming_transaction,average_outgoing_transaction,median_outgoing_transaction,max_outgoing_transaction,active_days,first_transaction_date,last_transaction_date,daily_volume_std,daily_transaction_count_std,max_daily_count,mean_daily_count,transaction_frequency,burstiness,largest_sender_share,largest_receiver_share,sender_concentration,receiver_concentration,number_of_connected_clusters,cluster_bridge_score,flow_imbalance,seed_neighbors_count,relative_volume_percentile,relative_degree_percentile,relative_pagerank_percentile,short_delay_flow_patterns,same_day_in_out_patterns,similar_amount_rapid_share,pass_through_ratio,score_consolidator,score_distributor,score_transit,score_terminal,score_coordinator,anomaly_score
100000003200071100,peripheral,0.8,68,0.0847,Seed: 1 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,0,1,0.0,30000.0,0,1,0.00029330443339036096,,False,0,0.0,0,1,0,1,0.0,30000.0,0,1,0.0002855692942172909,0.0,14,2,0.0,0.0,0.0,30000.0,30000.0,30000.0,1,2026-07-21,2026-07-21,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0,0.32098765432098764,0.35185185185185186,0.2654320987654321,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.1682
100000003265658100,peripheral,0.8,73,0.0229,Seed: 0 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,0,0,0.0,0.0,0,0,0.00029330443339036096,,False,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0002855692942172909,0.0,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2654320987654321,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
100000003349739100,peripheral,0.8,74,0.0229,Seed: 0 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,0,0,0.0,0.0,0,0,0.00029330443339036096,,False,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0002855692942172909,0.0,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2654320987654321,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
100000003684369100,coordinator,0.9933,2,0.9716,"Кандидат на координирующий узел: 24+62 связей, 6 seed в путях, 9 соседних кластеров.",0,True,24,62,3848436.0,8588655.0,58,67,0.0017735693700128288,2.2317260830113845,False,6,0.9655172413793104,24,62,24,62,3848436.0,8588655.0,58,67,0.0020202912084868667,0.000818030703612821,0,1877,66352.3448275862,41650.0,312000.0,128188.88059701493,93061.0,483319.0,16,2026-07-12,2026-07-28,651392.3297236691,4.805812452992036,17.0,7.8125,7.8125,0.5404411764705882,0.41125797596738,0.08616017292579571,0.41125797596738,0.08616017292579571,9,0.9975533807829181,0.38113566910461616,1,1.0,0.9876543209876543,0.9382716049382716,44,33,0.7586206896551724,2.0,0.0,0.9394,0.0,0.0,0.9933,0.9602
100000003770083100,peripheral,0.8,75,0.0229,Seed: 0 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,0,0,0.0,0.0,0,0,0.00029330443339036096,,False,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0002855692942172909,0.0,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2654320987654321,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
100000003975102100,peripheral,0.8,5,0.5527,Seed: 2 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,1,2,25650.0,88500.0,1,2,0.000397870891860525,3.4502923976608186,False,1,1.0,1,2,1,2,25650.0,88500.0,1,2,0.0003454652180169808,2.782724844167409e-06,0,1877,25650.0,25650.0,25650.0,44250.0,44250.0,56500.0,3,2026-07-05,2026-07-21,16290.564753869032,0.0,1.0,1.0,1.0,0.0,1.0,0.6384180790960452,1.0,0.6384180790960452,1,0.8765569395017794,0.5505913272010512,2,0.5555555555555556,0.6296296296296297,0.5432098765432098,1,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4463
100000003977183100,distributor,0.8389,6,0.4082,"Веерное распределение: 4 получателей, исходящий поток 766,000 ₸.",0,True,2,4,123800.0,766000.0,2,6,0.0004052307890451308,6.187399030694669,False,1,0.5,2,4,2,4,123800.0,766000.0,2,6,0.000331460381699444,0.0,0,1877,61900.0,61900.0,82000.0,127666.66666666667,142000.0,200000.0,6,2026-07-11,2026-07-20,107008.3174337397,0.5163977794943223,2.0,1.3333333333333333,1.3333333333333333,0.33333333333333337,0.6623586429725363,0.3681462140992167,0.6623586429725363,0.3681462140992167,0,0.0,0.721735221398067,1,0.7530864197530864,0.808641975308642,0.5308641975308642,0,0,0.0,2.0,0.0,0.8389,0.0,0.0,0.0,0.6957
100000004007116100,distributor,0.7209,24,0.4132,"Веерное распределение: 4 получателей, исходящий поток 148,000 ₸.",0,True,3,4,764704.0,148000.0,24,6,0.0006068645897308314,0.19353893794200108,False,0,0.5,3,4,3,4,764704.0,148000.0,24,6,0.0006277769573248428,0.0,2,17,31862.666666666668,30000.0,112000.0,24666.666666666668,12500.0,55000.0,18,2026-07-03,2026-07-31,39251.78627266244,1.028991510855053,4.0,1.6666666666666667,1.6666666666666667,0.5833333333333333,0.7005900322216178,0.7635135135135135,0.7005900322216178,0.7635135135135135,0,0.0,-0.6756889418694341,0,0.7654320987654321,0.845679012345679,0.7530864197530864,0,0,0.0,0.19353893794200108,0.0,0.7209,0.0,0.0,0.0,0.7467
100000004019124100,consolidator,0.8097,5,0.4736,"Признаки консолидации: 3 плательщиков, входящий поток 193,000 ₸; доля крупнейшего 51%.",0,True,3,0,193000.0,0.0,3,0,0.0012361030839318473,0.0,False,5,0.0,3,0,3,0,193000.0,0.0,3,0,0.0012028680902033705,0.0,0,1877,64333.333333333336,54000.0,99000.0,0.0,0.0,0.0,3,2026-07-11,2026-07-15,30827.4769213008,0.0,1.0,1.0,1.0,0.0,0.5129533678756477,0.0,0.5129533678756477,0.0,0,0.0,-1.0,2,0.6172839506172839,0.6296296296296297,0.9012345679012346,0,0,0.0,0.0,0.8097,0.0,0.0,0.0,0.0,0.3117
100000004021459100,peripheral,0.8,76,0.0229,Seed: 0 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,0,0,0.0,0.0,0,0,0.00029330443339036096,,False,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0002855692942172909,0.0,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2654320987654321,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
100000004041163100,peripheral,0.8,20,0.6607,Seed: 2 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,1,2,50000.0,866000.0,1,6,0.0028486966955361018,17.32,False,8,1.0,1,2,1,2,50000.0,866000.0,1,6,0.0020847480556725213,5.565449688334818e-06,0,1877,50000.0,50000.0,50000.0,144333.33333333334,50000.0,400000.0,5,2026-07-05,2026-07-19,290160.64516057307,0.5477225575051662,2.0,1.4,1.4,0.30000000000000004,1.0,0.8083140877598153,1.0,0.8083140877598153,0,0.0,0.8908296943231441,2,0.7777777777777778,0.6296296296296297,0.9506172839506173,1,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8012
100000004174835100,peripheral,0.8,77,0.0229,Seed: 0 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,0,0,0.0,0.0,0,0,0.00029330443339036096,,False,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0002855692942172909,0.0,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2654320987654321,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
100000004193835100,peripheral,0.8,5,0.5013,Seed: 1 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,1,1,47000.0,5000.0,1,1,0.0004476046928931593,0.10638297872340426,False,3,1.0,1,1,1,1,47000.0,5000.0,1,1,0.00046993013969558515,2.782724844167409e-06,0,1877,47000.0,47000.0,47000.0,5000.0,5000.0,5000.0,1,2026-07-09,2026-07-09,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1,0.8765569395017794,-0.8076923076923077,1,0.3950617283950617,0.5061728395061729,0.6419753086419753,0,0,0.0,0.10638297872340426,0.0,0.0,0.0,0.0,0.0,0.2253
100000004269433100,peripheral,0.8,15,0.2031,Seed: 1 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,0,1,0.0,1372000.0,0,67,0.00029330443339036096,,False,0,0.0,0,1,0,1,0.0,1372000.0,0,67,0.0002855692942172909,0.0,0,1877,0.0,0.0,0.0,20477.611940298506,18000.0,55000.0,16,2026-07-01,2026-07-28,63197.5737930922,3.3905505944216987,11.0,4.1875,4.1875,0.6193181818181818,0.0,1.0,0.0,1.0,0,0.0,1.0,1,0.8271604938271605,0.35185185185185186,0.2654320987654321,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6432
100000004358004100,distributor,0.9312,2,0.4231,"Веерное распределение: 11 получателей, исходящий поток 980,850 ₸.",0,True,0,11,0.0,980850.0,0,17,0.00029330443339036096,,False,0,0.0,0,11,0,11,0.0,980850.0,0,17,0.0002855692942172909,0.0,0,1877,0.0,0.0,0.0,57697.05882352941,50000.0,182000.0,12,2026-07-15,2026-07-28,72178.68964338688,0.6685579234215214,3.0,1.4166666666666667,1.4166666666666667,0.5277777777777778,0.0,0.23754906458683794,0.0,0.23754906458683794,4,0.9802046263345195,1.0,1,0.7901234567901234,0.9012345679012346,0.2654320987654321,0,0,0.0,,0.0,0.9312,0.0,0.0,0.0,0.757
100000004388983100,peripheral,0.8,65,0.1854,Seed: 2 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,0,2,0.0,450816.0,0,23,0.00029330443339036096,,False,0,0.0,0,2,0,2,0.0,450816.0,0,23,0.0002855692942172909,0.0,13,3,0.0,0.0,0.0,19600.695652173912,17000.0,70000.0,5,2026-07-27,2026-07-31,75119.00672399762,3.5071355833500366,9.0,4.6,4.6,0.48888888888888893,0.0,0.5741056218057922,0.0,0.5741056218057922,0,0.0,1.0,0,0.7037037037037037,0.5061728395061729,0.2654320987654321,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6397
100000004714705100,peripheral,0.8,20,0.0908,Seed: 1 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,0,1,0.0,36550.0,0,1,0.00029330443339036096,,False,0,0.0,0,1,0,1,0.0,36550.0,0,1,0.0002855692942172909,0.0,0,1877,0.0,0.0,0.0,36550.0,36550.0,36550.0,1,2026-07-23,2026-07-23,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0.0,1.0,1,0.35802469135802467,0.35185185185185186,0.2654320987654321,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.1775
100000004723755100,peripheral,0.8,2,0.1489,Seed: 1 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,0,1,0.0,95000.0,0,5,0.00029330443339036096,,False,0,0.0,0,1,0,1,0.0,95000.0,0,5,0.0002855692942172909,0.0,0,1877,0.0,0.0,0.0,19000.0,15000.0,40000.0,4,2026-07-25,2026-07-28,18679.311193581703,0.5,2.0,1.25,1.25,0.375,0.0,1.0,0.0,1.0,0,0.0,1.0,0,0.5308641975308642,0.35185185185185186,0.2654320987654321,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5167
100000004813068100,distributor,0.7736,23,0.2413,"Веерное распределение: 3 получателей, исходящий поток 297,000 ₸.",0,True,0,3,0.0,297000.0,0,5,0.00029330443339036096,,False,0,0.0,0,3,0,3,0.0,297000.0,0,5,0.0002855692942172909,0.0,0,1877,0.0,0.0,0.0,59400.0,15000.0,248500.0,5,2026-07-01,2026-07-12,105868.66864186023,0.0,1.0,1.0,1.0,0.0,0.0,0.8367003367003367,0.0,0.8367003367003367,0,0.0,1.0,0,0.6666666666666666,0.6296296296296297,0.2654320987654321,0,0,0.0,,0.0,0.7736,0.0,0.0,0.0,0.3241
100000004971871100,peripheral,0.8,59,0.2498,Seed: 1 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,1,1,25400.0,5650.0,3,1,0.0006556044318237276,0.22244094488188976,False,0,0.3333333333333333,1,1,1,1,25400.0,5650.0,3,1,0.0007430293125206683,0.0,11,4,8466.666666666666,9600.0,10100.0,5650.0,5650.0,5650.0,4,2026-07-18,2026-07-23,2419.151021880748,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,-0.6360708534621579,0,0.3333333333333333,0.5061728395061729,0.7901234567901234,1,0,0.3333333333333333,0.22244094488188976,0.0,0.0,0.0,0.0,0.0,0.2599
100000005017150100,peripheral,0.8,78,0.0229,Seed: 0 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,0,0,0.0,0.0,0,0,0.00029330443339036096,,False,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0002855692942172909,0.0,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2654320987654321,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
100000005087431100,peripheral,0.8,79,0.0229,Seed: 0 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,0,0,0.0,0.0,0,0,0.00029330443339036096,,False,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0002855692942172909,0.0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2654320987654321,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
100000005235389100,peripheral,0.8,80,0.0229,Seed: 0 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,0,0,0.0,0.0,0,0,0.00029330443339036096,,False,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0002855692942172909,0.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2654320987654321,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
100000005264990100,peripheral,0.8,20,0.4366,Seed: 2 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,1,2,17070.0,122000.0,1,2,0.00041041609255239265,7.147041593438781,False,2,0.0,1,2,1,2,17070.0,122000.0,1,2,0.0003639962150845014,2.504452359750668e-05,0,1877,17070.0,17070.0,17070.0,61000.0,61000.0,69000.0,3,2026-07-03,2026-07-14,26594.767029123104,0.0,1.0,1.0,1.0,0.0,1.0,0.5655737704918032,1.0,0.5655737704918032,0,0.0,0.7545121162004745,1,0.5679012345679012,0.6296296296296297,0.5802469135802469,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2994
100000005370580100,peripheral,0.8,13,0.2283,Seed: 0 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,1,0,24075.0,0.0,1,0,0.0003459356151261221,0.0,False,2,0.0,1,0,1,0,24075.0,0.0,1,0,0.0003459684664848734,0.0,0,1877,24075.0,24075.0,24075.0,0.0,0.0,0.0,1,2026-07-28,2026-07-28,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,-1.0,0,0.2839506172839506,0.35185185185185186,0.5555555555555556,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159
100000005382566100,consolidator,0.8621,20,0.774,"Признаки консолидации: 7 плательщиков, входящий поток 393,066 ₸; доля крупнейшего 42%.",0,True,7,1,393066.0,50000.0,11,1,0.003001346959737358,0.12720510041570626,False,11,0.18181818181818182,7,1,7,1,393066.0,50000.0,11,1,0.002113262052157115,1.1130899376669635e-05,0,1877,35733.27272727273,40000.0,58000.0,50000.0,50000.0,50000.0,7,2026-07-09,2026-07-21,38019.57081744687,0.4879500364742666,2.0,1.7142857142857142,1.7142857142857142,0.1428571428571429,0.4223209333801448,1.0,0.4223209333801448,1.0,1,0.8765569395017794,-0.7742999914233997,6,0.691358024691358,0.8765432098765432,0.9629629629629629,1,1,0.09090909090909091,0.12720510041570626,0.8621,0.0,0.0,0.0,0.0,0.6993
100000005386383100,peripheral,0.8,20,0.5624,Seed: 1 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,2,1,37500.0,29000.0,2,1,0.0005202029553819192,0.7733333333333333,False,4,0.0,2,1,2,1,37500.0,29000.0,2,1,0.0005243332756978218,2.782724844167409e-06,0,1877,18750.0,18750.0,20500.0,29000.0,29000.0,29000.0,2,2026-07-18,2026-07-24,6010.407640085654,0.7071067811865476,2.0,1.5,1.5,0.25,0.5466666666666666,1.0,0.5466666666666666,1.0,2,0.9426156583629893,-0.12781954887218044,1,0.4444444444444444,0.6296296296296297,0.6666666666666666,0,0,0.0,0.7733333333333333,0.0,0.0,0.0,0.0,0.0,0.5475
100000005392290100,peripheral,0.8,69,0.1091,Seed: 1 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,0,1,0.0,81465.0,0,1,0.00029330443339036096,,False,0,0.0,0,1,0,1,0.0,81465.0,0,1,0.0002855692942172909,0.0,15,2,0.0,0.0,0.0,81465.0,81465.0,81465.0,1,2026-07-29,2026-07-29,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0,0.4691358024691358,0.35185185185185186,0.2654320987654321,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.2052
100000005395727100,peripheral,0.8,15,0.2504,Seed: 0 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,1,0,17000.0,0.0,1,0,0.0003847236985457156,0.0,False,3,0.0,1,0,1,0,17000.0,0.0,1,0,0.0003712067299561801,0.0,0,1877,17000.0,17000.0,17000.0,0.0,0.0,0.0,1,2026-07-30,2026-07-30,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,-1.0,0,0.2716049382716049,0.35185185185185186,0.5925925925925926,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1559
100000005409680100,peripheral,0.8,18,0.4092,Seed: 0 исходящих связей; входящие за пределами сети могут отсутствовать.,0,True,2,0,55060.0,0.0,2,0,0.0006553108846438933,0.0,False,4,0.0,2,0,2,0,55060.0,0.0,2,0,0.000633528818793162,0.0,0,1877,27530.0,27530.0,33000.0,0.0,0.0,0.0,2,2026-07-01,2026-07-02,7735.74818618083,0.0,1.0,1.0,1.0,0.0,0.599346167816927,0.0,0.599346167816927,0.0,1,0.8765569395017794,-1.0,0,0.41975308641975306,0.5061728395061729,0.7654320987654321,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2315
